Class;fClass;A00Amount;A00Amount100;A01Duration;A02Age;A03IRP;A04ResDur;A05NumExCred;A06NumPeopMaint;A07Teleph;A08FrgnWork;A09CheckAccStat;A10History;A11Purpose;A12Savings;A13EmployDurat;A14Personal;A15Gender;A16OtherDebtGuar;A17Property;A18OtherInstallPlan;A19Housing;A20Job;fA07Teleph;fA08FrgnWork;fA09CheckAccStat;fA10History;fA11Purpose;fA12Savings;fA13EmployDurat;fA14Personal;fA15Gender;fA16OtherDebtGuar;fA17Property;fA18OtherInstallPlan;fA19Housing;fA20Job;Training
1;Bad;741;7,41;12;22;4;3;1;1;0;1;1;2;4;1;0;0;0;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;domestic appliances;[100,500);unemployed;female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;1240;12,4;10;48;1;4;1;2;0;1;3;2;0;1;4;0;0;0;3;2;2;1;No;Yes;>=200;existing credits paid back duly till now;car (new);[100,500);>=7;female;female;none;unknown/no property;none;for free;unskilled, resident;0
0;Good;3357;33,57;21;29;4;2;1;1;0;1;1;2;3;3;1;0;0;0;2;0;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;>=1000;<1;female;female;none;car or other;bank;own;skilled employee/official;1
0;Good;3632;36,32;24;22;1;4;1;1;0;0;1;1;1;0;2;0;0;2;2;0;0;2;No;No;<0;all credits at this bank paid back duly;car (used);<100;[1,4);female;female;guarantor;car or other;bank;rent;skilled employee/official;0
1;Bad;1808;18,08;18;22;4;1;1;1;0;1;0;3;2;0;3;0;0;0;0;2;1;2;No;Yes;No;delay in paying off in the past;furniture/equipment;<100;[4,7);female;female;none;real estate;none;own;skilled employee/official;0
0;Good;12204;122,04;48;48;2;2;1;1;1;1;2;0;8;4;2;2;1;0;2;0;1;3;Yes;Yes;[0, 200);no credits taken/all credits paid back duly;business;unknown/no savings account;[1,4);male: single;male;none;car or other;bank;own;management/self-employed/highly qualified employee/officer;0
0;Good;9157;91,57;60;27;2;2;1;1;0;1;2;3;3;4;2;2;1;0;3;2;2;3;No;Yes;[0, 200);delay in paying off in the past;radio/TV;unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;1
0;Good;3676;36,76;6;37;1;3;3;2;0;1;1;4;0;0;2;2;1;0;0;2;0;2;No;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: single;male;none;real estate;none;rent;skilled employee/official;0
1;Bad;3441;34,41;30;21;2;4;1;1;0;1;2;2;2;1;2;0;0;1;2;2;0;2;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;[100,500);[1,4);female;female;co-applicant;car or other;none;rent;skilled employee/official;1
0;Good;640;6,4;12;49;4;2;1;1;0;1;0;2;0;0;2;1;1;0;0;2;1;1;No;Yes;No;existing credits paid back duly till now;car (new);<100;[1,4);male: divorced/separated;male;none;real estate;none;own;unskilled, resident;0
0;Good;3652;36,52;21;27;2;3;2;1;0;1;2;4;8;0;3;2;1;0;1;2;1;2;No;Yes;[0, 200);critical account/other credits existing (not at this bank);business;<100;[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
1;Bad;1530;15,3;18;32;3;2;2;1;0;1;0;4;0;0;2;2;1;0;1;0;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (new);<100;[1,4);male: single;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;1
1;Bad;3914;39,14;48;38;4;2;1;1;0;1;0;2;8;4;2;1;1;0;0;0;1;2;No;Yes;No;existing credits paid back duly till now;business;unknown/no savings account;[1,4);male: divorced/separated;male;none;real estate;bank;own;skilled employee/official;0
0;Good;1858;18,58;12;22;4;1;1;1;0;1;1;2;2;0;1;0;0;0;2;2;0;2;No;Yes;<0;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;none;car or other;none;rent;skilled employee/official;1
1;Bad;2600;26;18;65;4;4;2;1;0;1;1;2;3;0;2;2;1;0;3;2;2;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;1979;19,79;15;35;4;2;1;1;0;1;0;2;3;4;4;2;1;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;>=7;male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;2116;21,16;6;41;2;2;1;1;1;1;3;2;2;0;2;2;1;0;0;2;1;2;Yes;Yes;>=200;existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;real estate;none;own;skilled employee/official;1
1;Bad;1437;14,37;9;29;2;3;1;1;0;1;2;1;0;1;3;2;1;0;3;2;1;2;No;Yes;[0, 200);all credits at this bank paid back duly;car (new);[100,500);[4,7);male: single;male;none;unknown/no property;none;own;skilled employee/official;1
0;Good;4042;40,42;42;36;4;4;2;1;1;1;0;4;2;2;2;2;1;0;0;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;[500,1000);[1,4);male: single;male;none;real estate;none;own;skilled employee/official;0
0;Good;3832;38,32;9;64;1;4;1;1;0;1;0;2;6;4;4;2;1;0;0;2;1;1;No;Yes;No;existing credits paid back duly till now;education;unknown/no savings account;>=7;male: single;male;none;real estate;none;own;unskilled, resident;0
0;Good;3660;36,6;24;28;2;4;1;1;0;1;1;2;3;0;2;0;0;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;1553;15,53;18;44;4;3;1;1;0;1;1;1;2;0;2;2;1;0;2;0;1;2;No;Yes;<0;all credits at this bank paid back duly;furniture/equipment;<100;[1,4);male: single;male;none;car or other;bank;own;skilled employee/official;1
0;Good;1444;14,44;15;23;4;1;1;1;0;1;2;2;3;4;1;2;1;0;1;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;unknown/no savings account;<1;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
1;Bad;1980;19,8;9;19;2;2;2;1;0;1;0;2;2;0;1;0;0;1;2;2;0;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;<1;female;female;co-applicant;car or other;none;rent;skilled employee/official;1
1;Bad;1355;13,55;24;25;3;4;1;1;1;1;2;2;0;0;1;0;0;0;2;2;1;1;Yes;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;<1;female;female;none;car or other;none;own;unskilled, resident;0
0;Good;1393;13,93;12;47;4;4;3;2;1;1;0;2;6;0;4;2;1;0;1;0;1;2;Yes;Yes;No;existing credits paid back duly till now;education;<100;>=7;male: single;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;0
0;Good;1376;13,76;24;28;4;1;1;1;0;1;0;2;3;2;3;0;0;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;[500,1000);[4,7);female;female;none;car or other;none;own;skilled employee/official;1
0;Good;15653;156,53;60;21;2;4;2;1;1;1;0;3;3;0;3;2;1;0;2;2;1;2;Yes;Yes;No;delay in paying off in the past;radio/TV;<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;1493;14,93;12;34;4;3;1;2;0;1;0;2;3;0;1;0;0;0;2;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;car or other;none;own;skilled employee/official;0
1;Bad;4370;43,7;42;26;3;2;2;2;1;1;1;3;3;0;3;2;1;0;1;0;1;2;Yes;Yes;<0;delay in paying off in the past;radio/TV;<100;[4,7);male: single;male;none;building society savings agreement/life insurance;bank;own;skilled employee/official;1
1;Bad;750;7,5;18;27;4;1;1;1;0;1;1;2;6;0;0;0;0;0;0;2;1;0;No;Yes;<0;existing credits paid back duly till now;education;<100;unemployed;female;female;none;real estate;none;own;unemployed/unskilled, non-resident;1
0;Good;1308;13,08;15;38;4;4;2;1;0;1;2;2;5;0;4;2;1;0;2;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;repairs;<100;>=7;male: single;male;none;car or other;none;own;unskilled, resident;0
1;Bad;4623;46,23;15;40;3;2;1;1;1;1;0;2;6;1;2;2;1;0;1;2;1;3;Yes;Yes;No;existing credits paid back duly till now;education;[100,500);[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;1
0;Good;1851;18,51;24;33;4;2;2;1;1;1;0;4;3;0;3;3;1;2;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);male: married/widowed;male;guarantor;car or other;none;own;skilled employee/official;1
0;Good;1880;18,8;18;32;4;1;2;1;1;1;1;4;3;0;3;3;1;0;1;2;1;3;Yes;Yes;<0;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);male: married/widowed;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;1
1;Bad;7980;79,8;36;27;4;4;2;1;1;1;0;3;8;4;1;2;1;0;2;2;0;2;Yes;Yes;No;delay in paying off in the past;business;unknown/no savings account;<1;male: single;male;none;car or other;none;rent;skilled employee/official;0
0;Good;4583;45,83;30;32;2;2;2;1;0;1;1;0;2;0;2;1;1;2;0;2;1;2;No;Yes;<0;no credits taken/all credits paid back duly;furniture/equipment;<100;[1,4);male: divorced/separated;male;guarantor;real estate;none;own;skilled employee/official;0
1;Bad;1386;13,86;12;26;2;2;1;1;0;1;0;2;0;2;2;0;0;0;1;2;1;2;No;Yes;No;existing credits paid back duly till now;car (new);[500,1000);[1,4);female;female;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
1;Bad;947;9,47;24;38;4;3;1;2;0;1;3;2;0;0;3;2;1;0;3;0;2;2;No;Yes;>=200;existing credits paid back duly till now;car (new);<100;[4,7);male: single;male;none;unknown/no property;bank;for free;skilled employee/official;1
1;Bad;684;6,84;12;40;4;4;1;2;0;1;1;2;6;0;2;2;1;0;2;2;0;1;No;Yes;<0;existing credits paid back duly till now;education;<100;[1,4);male: single;male;none;car or other;none;rent;unskilled, resident;1
0;Good;7476;74,76;48;50;4;1;1;1;1;1;1;2;6;0;3;2;1;0;3;2;2;3;Yes;Yes;<0;existing credits paid back duly till now;education;<100;[4,7);male: single;male;none;unknown/no property;none;for free;management/self-employed/highly qualified employee/officer;1
1;Bad;1922;19,22;12;37;4;2;1;1;0;1;2;2;2;0;2;2;1;0;1;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;furniture/equipment;<100;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
1;Bad;2303;23,03;24;45;4;1;1;1;0;1;1;2;0;0;4;2;1;1;0;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;>=7;male: single;male;co-applicant;real estate;none;own;skilled employee/official;1
1;Bad;8086;80,86;36;42;2;4;4;1;1;1;2;3;0;1;4;2;1;0;2;2;1;3;Yes;Yes;[0, 200);delay in paying off in the past;car (new);[100,500);>=7;male: single;male;none;car or other;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;2346;23,46;24;35;4;3;2;1;1;1;0;4;1;0;3;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);car (used);<100;[4,7);male: single;male;none;car or other;none;own;skilled employee/official;1
0;Good;3973;39,73;14;22;1;4;1;1;0;1;1;2;0;0;0;2;1;0;3;2;2;2;No;Yes;<0;existing credits paid back duly till now;car (new);<100;unemployed;male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
1;Bad;888;8,88;12;41;4;4;1;2;0;1;2;2;0;0;4;2;1;0;2;0;1;1;No;Yes;[0, 200);existing credits paid back duly till now;car (new);<100;>=7;male: single;male;none;car or other;bank;own;unskilled, resident;0
0;Good;10222;102,22;48;37;4;3;1;1;1;1;0;2;3;4;3;2;1;0;2;1;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;[4,7);male: single;male;none;car or other;stores;own;skilled employee/official;1
0;Good;4221;42,21;30;28;2;1;2;1;0;1;2;0;8;0;2;0;0;0;2;2;1;2;No;Yes;[0, 200);no credits taken/all credits paid back duly;business;<100;[1,4);female;female;none;car or other;none;own;skilled employee/official;0
0;Good;6361;63,61;18;41;2;1;1;1;1;1;2;4;2;0;4;2;1;0;3;2;1;2;Yes;Yes;[0, 200);critical account/other credits existing (not at this bank);furniture/equipment;<100;>=7;male: single;male;none;unknown/no property;none;own;skilled employee/official;0
0;Good;1297;12,97;12;23;3;4;1;1;0;1;3;2;3;0;2;3;1;0;0;2;0;2;No;Yes;>=200;existing credits paid back duly till now;radio/TV;<100;[1,4);male: married/widowed;male;none;real estate;none;rent;skilled employee/official;1
1;Bad;900;9;12;23;4;2;1;1;0;1;1;2;0;4;2;3;1;0;2;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: married/widowed;male;none;car or other;none;own;skilled employee/official;1
0;Good;2241;22,41;21;50;4;2;2;1;0;1;0;2;2;0;4;2;1;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;furniture/equipment;<100;>=7;male: single;male;none;real estate;none;own;skilled employee/official;1
0;Good;1050;10,5;6;35;4;1;2;1;1;1;2;3;2;0;0;2;1;0;1;1;1;3;Yes;Yes;[0, 200);delay in paying off in the past;furniture/equipment;<100;unemployed;male: single;male;none;building society savings agreement/life insurance;stores;own;management/self-employed/highly qualified employee/officer;1
0;Good;1047;10,47;6;50;2;4;1;1;0;1;3;4;6;0;2;0;0;0;1;2;1;1;No;Yes;>=200;critical account/other credits existing (not at this bank);education;<100;[1,4);female;female;none;building society savings agreement/life insurance;none;own;unskilled, resident;0
0;Good;6314;63,14;24;27;4;2;2;1;1;1;0;4;9;0;0;2;1;1;3;0;1;3;Yes;Yes;No;critical account/other credits existing (not at this bank);others;<100;unemployed;male: single;male;co-applicant;unknown/no property;bank;own;management/self-employed/highly qualified employee/officer;0
0;Good;3496;34,96;30;34;4;2;1;2;1;1;2;1;2;3;2;2;1;0;2;1;1;2;Yes;Yes;[0, 200);all credits at this bank paid back duly;furniture/equipment;>=1000;[1,4);male: single;male;none;car or other;stores;own;skilled employee/official;0
0;Good;3609;36,09;48;27;1;1;1;1;0;1;0;1;8;0;2;0;0;0;0;1;1;2;No;Yes;No;all credits at this bank paid back duly;business;<100;[1,4);female;female;none;real estate;stores;own;skilled employee/official;0
1;Bad;4843;48,43;12;43;3;4;2;1;1;1;1;4;0;0;4;2;1;1;1;2;0;2;Yes;Yes;<0;critical account/other credits existing (not at this bank);car (new);<100;>=7;male: single;male;co-applicant;building society savings agreement/life insurance;none;rent;skilled employee/official;1
0;Good;3017;30,17;30;47;4;4;1;1;0;1;3;4;3;0;4;2;1;0;1;2;1;2;No;Yes;>=200;critical account/other credits existing (not at this bank);radio/TV;<100;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;4139;41,39;24;27;3;3;2;1;1;1;0;4;8;1;2;2;1;0;1;2;1;1;Yes;Yes;No;critical account/other credits existing (not at this bank);business;[100,500);[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;1
0;Good;5742;57,42;36;31;2;2;2;1;1;1;0;2;8;1;3;2;1;0;2;2;1;2;Yes;Yes;No;existing credits paid back duly till now;business;[100,500);[4,7);male: single;male;none;car or other;none;own;skilled employee/official;0
0;Good;10366;103,66;60;42;2;4;1;1;1;1;0;2;0;0;4;2;1;0;1;2;1;3;Yes;Yes;No;existing credits paid back duly till now;car (new);<100;>=7;male: single;male;none;building society savings agreement/life insurance;none;own;management/self-employed/highly qualified employee/officer;0
0;Good;2080;20,8;6;24;1;2;1;1;0;1;0;4;0;2;2;3;1;0;2;2;1;2;No;Yes;No;critical account/other credits existing (not at this bank);car (new);[500,1000);[1,4);male: married/widowed;male;none;car or other;none;own;skilled employee/official;0
1;Bad;2580;25,8;21;41;4;2;1;2;0;1;0;3;8;2;1;2;1;0;0;0;1;1;No;Yes;No;delay in paying off in the past;business;[500,1000);<1;male: single;male;none;real estate;bank;own;unskilled, resident;0
0;Good;4530;45,3;30;26;4;4;1;1;1;1;0;4;3;0;3;0;0;0;2;2;0;3;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;[4,7);female;female;none;car or other;none;rent;management/self-employed/highly qualified employee/officer;1
0;Good;5150;51,5;24;33;4;4;1;1;1;1;0;4;2;0;4;2;1;0;2;2;1;2;Yes;Yes;No;critical account/other credits existing (not at this bank);furniture/equipment;<100;>=7;male: single;male;none;car or other;none;own;skilled employee/official;0
1;Bad;5595;55,95;72;24;2;2;1;1;0;1;2;2;3;1;2;3;1;0;2;2;1;2;No;Yes;[0, 200);existing credits paid back duly till now;radio/TV;[100,500);[1,4);male: married/widowed;male;none;car or other;none;own;skilled employee/official;0
0;Good;2384;23,84;24;64;4;4;1;1;0;1;1;2;3;0;4;2;1;0;0;0;0;1;No;Yes;<0;existing credits paid back duly till now;radio/TV;<100;>=7;male: single;male;none;real estate;bank;rent;unskilled, resident;0
0;Good;1453;14,53;18;26;3;1;1;1;0;1;0;2;3;0;1;0;0;0;0;2;1;2;No;Yes;No;existing credits paid back duly till now;radio/TV;<100;<1;female;female;none;real estate;none;own;skilled employee/official;0
0;Good;1538;15,38;6;56;1;2;1;1;0;1;0;2;6;0;1;0;0;0;3;2;1;2;No;Yes;No;existing credits paid back duly till now;education;<100;<1;female;female;none;unknown/no property;none;own;skilled employee/official;1
0;Good;2279;22,79;12;37;4;4;1;1;1;1;0;2;3;4;2;2;1;0;3;2;2;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;1478;14,78;15;33;4;3;2;1;0;1;0;3;3;0;2;3;1;0;0;0;1;2;No;Yes;No;delay in paying off in the past;radio/TV;<100;[1,4);male: married/widowed;male;none;real estate;bank;own;skilled employee/official;0
0;Good;5103;51,03;24;47;3;3;3;1;1;1;0;4;3;0;1;3;1;0;3;2;2;2;Yes;Yes;No;critical account/other credits existing (not at this bank);radio/TV;<100;<1;male: married/widowed;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;9857;98,57;36;31;1;3;2;2;1;1;2;3;8;1;3;2;1;0;1;2;1;1;Yes;Yes;[0, 200);delay in paying off in the past;business;[100,500);[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;unskilled, resident;1
0;Good;6527;65,27;60;34;4;4;1;2;1;1;0;2;0;4;2;2;1;0;3;2;2;2;Yes;Yes;No;existing credits paid back duly till now;car (new);unknown/no savings account;[1,4);male: single;male;none;unknown/no property;none;for free;skilled employee/official;1
0;Good;1347;13,47;10;27;4;2;2;1;1;1;3;4;3;4;3;2;1;0;1;2;1;2;Yes;Yes;>=200;critical account/other credits existing (not at this bank);radio/TV;unknown/no savings account;[4,7);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;2862;28,62;36;30;4;3;1;1;0;1;2;3;0;1;4;2;1;0;3;2;2;2;No;Yes;[0, 200);delay in paying off in the past;car (new);[100,500);>=7;male: single;male;none;unknown/no property;none;for free;skilled employee/official;0
0;Good;2753;27,53;9;35;3;4;1;1;1;1;0;2;3;1;4;2;1;1;2;2;1;2;Yes;Yes;No;existing credits paid back duly till now;radio/TV;[100,500);>=7;male: single;male;co-applicant;car or other;none;own;skilled employee/official;1
0;Good;3651;36,51;12;31;1;3;1;2;0;1;1;2;0;3;2;2;1;0;1;2;1;2;No;Yes;<0;existing credits paid back duly till now;car (new);>=1000;[1,4);male: single;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;1
0;Good;975;9,75;15;25;2;3;2;1;0;1;1;4;2;0;2;1;1;0;1;2;1;2;No;Yes;<0;critical account/other credits existing (not at this bank);furniture/equipment;<100;[1,4);male: divorced/separated;male;none;building society savings agreement/life insurance;none;own;skilled employee/official;0
0;Good;2631;26,31;15;25;3;2;1;1;0;1;2;2;5;1;2;0;0;0;0;2;1;1;No;Yes;[0, 200);existing credits paid back duly till now;repairs;[100,500);[1,4);female;female;none;real estate;none;own;unskilled, resident;0
